player_id, season, club_id , league                 , position, appearances, minutes, goals, xg                   , np_goals, np_xg                , assists, xa                    , shots, key_passes, xg_chain             , xg_buildup
     7943,   2324,      220, ENG-Premier League     , D S     ,          24,    1640,     0,  0.21774271875619888 ,        0,  0.21774271875619888 ,       0,  0.623787728138268    ,     5,          7, 10.448413725942373   , 10.266164284199476
    11269,   2324,      220, ENG-Premier League     , D M S   ,          12,     890,     3,  2.163621000945568   ,        3,  2.163621000945568   ,       0,  0.8382504060864449   ,    14,          8,  4.8760778196156025  ,  2.707413336262107
     9284,   2324,      220, ENG-Premier League     , D M S   ,          17,     586,     0,  0.8932432122528553  ,        0,  0.8932432122528553  ,       0,  0.7571170665323734   ,    11,          5,  2.4987766928970814  ,  1.1246388629078865
      489,   2324,      220, ENG-Premier League     , D M S   ,          15,     788,     0,  0.2864724565297365  ,        0,  0.2864724565297365  ,       2,  1.4874638468027115   ,     5,         16,  4.586263053119183   ,  4.168471843004227
    10807,   2324,      220, ENG-Premier League     , D M S   ,          28,    2365,     0,  1.5838892180472612  ,        0,  1.5838892180472612  ,       0,  0.48821631632745266  ,    15,         10, 11.12253069318831    , 10.831943391822278
     7235,   2324,      220, ENG-Premier League     , GK      ,          17,    1530,     0,  0.0                 ,        0,  0.0                 ,       0,  0.0                  ,     0,          0,  3.745168898254633   ,  3.745168898254633
     8272,   2324,      220, ENG-Premier League     , F M S   ,          31,    2026,     9, 11.918903339654207   ,        5,  8.113133335486054   ,       3,  5.4223863165825605   ,    75,         37, 17.548418318852782   ,  7.590120053850114
     8780,   2324,      220, ENG-Premier League     , D S     ,          27,    1549,     1,  0.7444530799984932  ,        1,  0.7444530799984932  ,       1,  0.5223252037540078   ,     6,          4,  3.6864650389179587  ,  3.0875401413068175
    11058,   2324,      220, ENG-Premier League     , M S     ,          12,     476,     0,  1.770764671266079   ,        0,  1.770764671266079   ,       2,  2.3733056373894215   ,    28,          9,  4.64084342494607    ,  1.593938222154975
    10806,   2324,      220, ENG-Premier League     , D F M S ,          19,    1482,     3,  4.680040899664164   ,        3,  4.680040899664164   ,       4,  3.3876203782856464   ,    34,         25, 14.050323814153671   ,  8.15176310762763
