player_id,name,pos,mins,min_per_app,shots,shot_rate_raw,shot_rate,on_target_rate,sot_per90,p_1plus_sot,p_2plus_sot
12896,Chuki,FW,720.0,40.0,16.0,2.0,2.11,0.339,0.715,0.511,0.161
12624,Sergio Rodelas,FW,123.0,41.0,2.0,1.463,2.109,0.339,0.714,0.511,0.161
13057,Lucas Stassin,FW,1916.0,68.4,44.0,2.067,2.108,0.339,0.714,0.511,0.161
14036,Fabio Baldé,FW,422.0,26.4,9.0,1.919,2.108,0.339,0.714,0.51,0.161
11090,Siriné Doucouré,FW,422.0,38.4,9.0,1.919,2.108,0.339,0.714,0.51,0.161
6933,Javi Puado,FW,3710.0,82.4,86.0,2.086,2.108,0.339,0.714,0.51,0.161
139,Simon Zoller,FW,38.0,38.0,0.0,0.0,2.107,0.339,0.714,0.51,0.161
5544,Angus Gunn,FW,38.0,38.0,0.0,0.0,2.107,0.339,0.714,0.51,0.161
13872,Max Dowman,MF,142.0,23.7,6.0,3.803,2.106,0.339,0.714,0.51,0.161
6098,Niclas Füllkrug,FW,4270.0,55.5,99.0,2.087,2.105,0.339,0.713,0.51,0.161
1324,Federico Dimarco,DF,7089.0,72.3,171.0,2.171,2.104,0.339,0.713,0.51,0.16
5700,Yann Karamoh,FW,1409.0,27.6,32.0,2.044,2.102,0.339,0.712,0.509,0.16
6818,James Maddison,MF,4082.0,65.8,98.0,2.161,2.102,0.339,0.712,0.509,0.16
12869,Samuel Dahl,FW,39.0,19.5,0.0,0.0,2.101,0.339,0.712,0.509,0.16
12041,Roman Yaremchuk,FW,1496.0,41.6,34.0,2.045,2.1,0.339,0.712,0.509,0.16
3544,Jeremie Boga,DF,4404.0,56.5,108.0,2.207,2.1,0.339,0.712,0.509,0.16
3276,Rachid Ghezzal,FW,211.0,21.1,4.0,1.706,2.099,0.339,0.711,0.509,0.16
14412,Nesta Elphege,FW,297.0,33.0,6.0,1.818,2.098,0.339,0.711,0.509,0.16
9752,Jesper Lindstrom,MF,2117.0,34.7,52.0,2.211,2.098,0.339,0.711,0.509,0.16
4906,Alberto Cerri,FW,641.0,37.7,14.0,1.966,2.096,0.339,0.71,0.509,0.159
14224,Aleksa Puric,FW,40.0,20.0,0.0,0.0,2.096,0.339,0.71,0.509,0.159
5668,Théo Pellenard,FW,40.0,20.0,0.0,0.0,2.096,0.339,0.71,0.509,0.159
13703,Marco Esteban,FW,40.0,40.0,0.0,0.0,2.096,0.339,0.71,0.509,0.159
9738,Patson Daka,FW,686.0,29.8,15.0,1.968,2.092,0.339,0.709,0.508,0.159
14351,Rafiu Durosinmi,FW,428.0,35.7,9.0,1.893,2.092,0.339,0.709,0.508,0.159
9618,Gauthier Gallon,FW,41.0,41.0,0.0,0.0,2.091,0.339,0.709,0.508,0.159
14411,Tyrese Noubissie,FW,41.0,10.2,0.0,0.0,2.091,0.339,0.709,0.508,0.159
13266,Daniel Yáñez,FW,41.0,13.7,0.0,0.0,2.091,0.339,0.709,0.508,0.159
7969,Sebastiano Esposito,FW,5121.0,74.2,118.0,2.074,2.091,0.339,0.708,0.508,0.159
1210,Keita,FW,644.0,58.5,14.0,1.957,2.09,0.339,0.708,0.508,0.159
14059,Alemão,FW,1118.0,43.0,25.0,2.013,2.09,0.339,0.708,0.507,0.159
14428,Hugo Bolin,MF,534.0,41.1,15.0,2.528,2.087,0.339,0.707,0.507,0.158
14139,Alessandro Cardinali,FW,42.0,42.0,0.0,0.0,2.086,0.339,0.707,0.507,0.158
11091,Veljko Birmancevic,FW,129.0,21.5,2.0,1.395,2.083,0.339,0.706,0.506,0.158
14253,Fynn Schenten,FW,86.0,12.3,1.0,1.047,2.082,0.339,0.706,0.506,0.158
11761,Javier Martón,FW,43.0,14.3,0.0,0.0,2.081,0.339,0.705,0.506,0.158
13276,Álvaro Pascual,FW,43.0,43.0,0.0,0.0,2.081,0.339,0.705,0.506,0.158
6107,Carlo Pinsoglio,FW,43.0,43.0,0.0,0.0,2.081,0.339,0.705,0.506,0.158
9356,Carney Chukwuemeka,FW,1319.0,28.1,29.0,1.979,2.054,0.343,0.705,0.506,0.158
1473,Matteo Politano,DF,7566.0,70.1,180.0,2.141,2.08,0.339,0.705,0.506,0.157
13061,Benjamín Domínguez,FW,1862.0,47.7,42.0,2.03,2.079,0.339,0.704,0.506,0.157
9658,Billal Brahimi,FW,260.0,11.3,5.0,1.731,2.079,0.339,0.704,0.506,0.157
12053,Mikkel Kaufmann,FW,1300.0,30.2,29.0,2.008,2.078,0.339,0.704,0.505,0.157
14093,Javier Olaizola,FW,44.0,22.0,0.0,0.0,2.076,0.339,0.704,0.505,0.157
847,Cédric Soares,FW,44.0,14.7,0.0,0.0,2.076,0.339,0.704,0.505,0.157
10036,Jeremy Sarmiento,FW,131.0,16.4,2.0,1.374,2.075,0.339,0.703,0.505,0.157
594,Romelu Lukaku,FW,5611.0,76.9,131.0,2.101,2.115,0.332,0.703,0.505,0.157
11210,Nathan Fraser,FW,175.0,25.0,3.0,1.543,2.073,0.339,0.702,0.505,0.157
11882,Giorgi Kvernadze,FW,45.0,9.0,0.0,0.0,2.071,0.339,0.702,0.504,0.156
6227,Brais Méndez,FW,5695.0,64.7,130.0,2.054,2.071,0.339,0.702,0.504,0.156
12980,Elias Saad,FW,1424.0,50.9,32.0,2.022,2.084,0.337,0.702,0.504,0.156
4226,Darwin Machís,MF,1410.0,36.2,35.0,2.234,2.07,0.339,0.702,0.504,0.156
8127,Amad Diallo Traore,DF,4603.0,68.7,111.0,2.17,2.07,0.339,0.702,0.504,0.156
5969,Jean-Luc Dompe,FW,1132.0,56.6,25.0,1.988,2.07,0.339,0.702,0.504,0.156
10053,Paris Maghoma,FW,89.0,11.1,1.0,1.011,2.069,0.339,0.701,0.504,0.156
2234,Mikel Oyarzabal,FW,7178.0,70.4,162.0,2.031,2.046,0.343,0.701,0.504,0.156
13270,Sergiu Perciun,FW,133.0,26.6,2.0,1.353,2.067,0.339,0.7,0.504,0.156
9630,Kamaldeen Sulemana,FW,2398.0,47.0,54.0,2.027,2.066,0.339,0.7,0.504,0.156
2631,Karim Onisiwo,FW,1614.0,53.8,36.0,2.007,2.066,0.339,0.7,0.504,0.156
13137,Sékou Doucouré,FW,46.0,15.3,0.0,0.0,2.066,0.339,0.7,0.503,0.156
6034,Philip Billing,MF,1675.0,34.2,41.0,2.203,2.066,0.339,0.7,0.503,0.156
10100,Kamory Doumbia,FW,3967.0,50.2,90.0,2.042,2.066,0.339,0.7,0.503,0.156
11344,Jaouen Hadjam,FW,90.0,11.2,1.0,1.0,2.064,0.339,0.699,0.503,0.156
7944,Gabriel Strefezza,FW,4799.0,68.6,109.0,2.044,2.064,0.339,0.699,0.503,0.156
12069,Junior Adamu,FW,2098.0,42.8,47.0,2.016,2.062,0.339,0.699,0.503,0.155
14563,Wedtoin Ouedraogo,FW,47.0,23.5,0.0,0.0,2.061,0.339,0.698,0.503,0.155
700,Willian,FW,2320.0,56.6,52.0,2.017,2.059,0.339,0.698,0.502,0.155
7507,Gianluca Gaetano,FW,3806.0,47.0,86.0,2.034,2.059,0.339,0.698,0.502,0.155
7091,Christian Kouamé,FW,2189.0,42.9,49.0,2.015,2.059,0.339,0.698,0.502,0.155
13730,Marcus Edwards,FW,1054.0,45.8,23.0,1.964,2.057,0.339,0.697,0.502,0.155
7743,Pereira Lage,DF,4810.0,55.3,115.0,2.152,2.057,0.339,0.697,0.502,0.155
13110,Toni Fernández,FW,48.0,48.0,0.0,0.0,2.056,0.339,0.697,0.502,0.155
1219,Luis Alberto,MF,2341.0,70.9,56.0,2.153,2.056,0.339,0.697,0.502,0.155
9977,Loum Tchaouna,FW,3988.0,46.4,90.0,2.031,2.056,0.339,0.697,0.502,0.155
10870,Williot Swedberg,FW,2987.0,39.3,67.0,2.019,2.052,0.339,0.695,0.501,0.154
11099,Lázaro,MF,241.0,17.2,8.0,2.988,2.052,0.339,0.695,0.501,0.154
13639,Xavi Moreno,FW,49.0,49.0,0.0,0.0,2.051,0.339,0.695,0.501,0.154
12181,Jan-Carlo Simic,FW,137.0,34.2,2.0,1.314,2.05,0.339,0.695,0.501,0.154
13311,Djylian N'Guessan,FW,181.0,22.6,3.0,1.492,2.05,0.339,0.695,0.501,0.154
14123,Wael Mohya,FW,533.0,35.5,11.0,1.857,2.048,0.339,0.694,0.5,0.154
9656,Ilan Kebbal,FW,2247.0,77.5,50.0,2.003,2.048,0.339,0.694,0.5,0.154
13939,Stefano Moreo,FW,2336.0,63.1,52.0,2.003,2.047,0.339,0.694,0.5,0.154
10157,Mathias Olesen,FW,94.0,15.7,1.0,0.957,2.046,0.339,0.693,0.5,0.154
11070,Jørgen Strand Larsen,FW,7928.0,73.4,179.0,2.032,2.045,0.339,0.693,0.5,0.153
12847,Sidiki Chérif,FW,1503.0,57.8,33.0,1.976,2.045,0.339,0.693,0.5,0.153
1465,Stefano Sensi,MF,287.0,17.9,9.0,2.822,2.044,0.339,0.693,0.5,0.153
11851,Václav Cerny,FW,977.0,40.7,21.0,1.934,2.041,0.339,0.692,0.499,0.153
13312,Hafiz Ibrahim,FW,360.0,32.7,7.0,1.75,2.04,0.339,0.691,0.499,0.153
7071,Álvaro García,FW,7241.0,72.4,163.0,2.026,2.04,0.339,0.691,0.499,0.153
1253,Edin Dzeko,FW,220.0,20.0,4.0,1.636,2.067,0.334,0.691,0.499,0.153
11155,Wilfried Gnonto,FW,493.0,21.4,10.0,1.826,2.039,0.339,0.691,0.499,0.153
8328,Azz-Eddine Ounahi,FW,3011.0,66.9,67.0,2.003,2.038,0.339,0.691,0.499,0.153
13247,Ezra Mayers,FW,96.0,16.0,1.0,0.938,2.038,0.339,0.69,0.499,0.153
11718,Elijah Adebayo,FW,1422.0,52.7,31.0,1.962,2.037,0.339,0.69,0.498,0.152
10393,Emil Ceïde,FW,141.0,12.8,2.0,1.277,2.034,0.339,0.689,0.498,0.152
5681,Giovani Lo Celso,MF,3299.0,46.5,77.0,2.101,2.034,0.339,0.689,0.498,0.152
13150,Jack Fletcher,FW,97.0,32.3,1.0,0.928,2.033,0.339,0.689,0.498,0.152
11154,Pablo Durán,FW,2844.0,49.9,63.0,1.994,2.032,0.339,0.688,0.498,0.152
7420,Miguel Almirón,FW,2105.0,50.1,47.0,2.01,2.056,0.334,0.688,0.497,0.152
14030,Kevin,MF,1002.0,38.5,25.0,2.246,2.027,0.339,0.687,0.497,0.151
14371,Kento Shiogai,MF,292.0,24.3,9.0,2.774,2.026,0.339,0.687,0.497,0.151
5626,Jeremie Bela,MF,159.0,13.2,6.0,3.396,2.025,0.339,0.686,0.497,0.151
10058,Maghnes Akliouche,FW,6467.0,71.1,144.0,2.004,2.021,0.339,0.685,0.496,0.151
7881,Sebastian Polter,FW,456.0,50.7,9.0,1.776,2.021,0.339,0.685,0.496,0.151
2442,Kevin Gameiro,FW,1347.0,49.9,29.0,1.938,2.021,0.339,0.685,0.496,0.151
12096,Juan Manuel Cruz,FW,100.0,25.0,1.0,0.9,2.02,0.339,0.685,0.496,0.15
7278,Imran Louza,MF,874.0,62.4,22.0,2.265,2.018,0.339,0.684,0.495,0.15
11042,Marko Milovanovic,FW,279.0,25.4,5.0,1.613,2.018,0.339,0.684,0.495,0.15
8806,Roberto Massimo,FW,56.0,11.2,0.0,0.0,2.018,0.339,0.684,0.495,0.15
14358,Pape Diop,MF,1187.0,79.1,29.0,2.199,2.017,0.339,0.684,0.495,0.15
9156,Kevin Schade,FW,5412.0,64.4,120.0,1.996,2.017,0.339,0.683,0.495,0.15
12016,Chukwubuikem Ikwuemesi,FW,1039.0,41.6,22.0,1.906,2.015,0.339,0.683,0.495,0.15
11710,Simon Adingra,DF,4873.0,55.4,114.0,2.105,2.015,0.339,0.683,0.495,0.15
7510,Cristian Rivero,FW,57.0,57.0,0.0,0.0,2.013,0.339,0.682,0.494,0.15
10072,Samuel Edozie,FW,57.0,28.5,0.0,0.0,2.013,0.339,0.682,0.494,0.15
14395,Rayan,MF,1146.0,76.4,28.0,2.199,2.012,0.339,0.682,0.494,0.149
11881,Marvin Çuni,FW,506.0,23.0,10.0,1.779,2.009,0.339,0.681,0.494,0.149
3278,Maxwel Cornet,MF,522.0,21.8,14.0,2.414,2.006,0.339,0.68,0.493,0.149
8813,Tanguy Coulibaly,FW,2122.0,51.8,46.0,1.951,2.006,0.339,0.68,0.493,0.149
5724,Irvin Cardona,FW,1721.0,50.6,37.0,1.935,2.004,0.339,0.679,0.493,0.149
214,Tobias Sippel,FW,59.0,59.0,0.0,0.0,2.004,0.339,0.679,0.493,0.149
10143,Bryan Zaragoza,FW,4957.0,63.6,109.0,1.979,2.003,0.339,0.679,0.493,0.148
14403,Sandro Kulenovic,FW,284.0,21.8,5.0,1.585,2.002,0.339,0.679,0.493,0.148
9813,Randy Nteka,FW,2041.0,38.5,44.0,1.94,1.999,0.339,0.677,0.492,0.148
10090,Iker Bravo,FW,828.0,22.4,17.0,1.848,1.995,0.339,0.676,0.491,0.147
12301,Antal Yaakobishvili,FW,61.0,61.0,0.0,0.0,1.994,0.339,0.676,0.491,0.147
6382,Pedro Neto,FW,6429.0,72.2,141.0,1.974,1.993,0.339,0.675,0.491,0.147
8456,Nathan Tella,DF,3080.0,45.3,73.0,2.133,1.992,0.339,0.675,0.491,0.147
13045,Eddy Kouadio,FW,62.0,20.7,0.0,0.0,1.99,0.339,0.674,0.49,0.147
10439,Didier Lamkel Zé,FW,560.0,62.2,11.0,1.768,1.989,0.339,0.674,0.49,0.147
14034,Bahmed Deuff,MF,213.0,19.4,7.0,2.958,1.986,0.339,0.673,0.49,0.146
10877,Charles De Ketelaere,FW,6362.0,62.4,139.0,1.966,1.986,0.339,0.673,0.49,0.146
3603,Corentin Tolisso,MF,6426.0,73.9,144.0,2.017,1.985,0.339,0.673,0.49,0.146
11305,Mykhailo Mudryk,FW,1696.0,44.6,36.0,1.91,1.984,0.339,0.672,0.49,0.146
713,André Ayew,FW,2558.0,55.6,55.0,1.935,1.984,0.339,0.672,0.489,0.146
12936,Alexander Bernhardsson,FW,1288.0,67.8,27.0,1.887,1.984,0.339,0.672,0.489,0.146
9046,Giuseppe Caso,FW,381.0,27.2,7.0,1.654,1.983,0.339,0.672,0.489,0.146
8107,Jorge De Frutos,FW,6598.0,61.1,144.0,1.964,1.983,0.339,0.672,0.489,0.146
12880,Albert Grønbæk,FW,1562.0,50.4,33.0,1.901,1.982,0.339,0.672,0.489,0.146
11856,Marvin Pieringer,FW,5469.0,61.4,119.0,1.958,1.981,0.339,0.671,0.489,0.146
3285,Gaetan Perrin,FW,3064.0,66.6,66.0,1.939,1.98,0.339,0.671,0.489,0.146
5266,Vincenzo Grifo,FW,6659.0,67.3,145.0,1.96,1.979,0.339,0.671,0.489,0.146
13413,Kyogo Furuhashi,FW,110.0,18.3,1.0,0.818,1.978,0.339,0.67,0.488,0.146
10380,Zito,FW,4391.0,56.3,95.0,1.947,1.976,0.339,0.67,0.488,0.145
12566,Alberto Risco,MF,170.0,18.9,6.0,3.176,1.976,0.339,0.67,0.488,0.145
12573,Tyrique George,MF,490.0,21.3,13.0,2.388,1.973,0.339,0.669,0.488,0.145
8759,David Pereira Da Costa,FW,1845.0,51.2,39.0,1.902,1.973,0.339,0.668,0.488,0.145
7313,Lee Kang-In,FW,4674.0,58.4,101.0,1.945,1.973,0.339,0.668,0.487,0.145
6492,Reiss Nelson,MF,810.0,21.9,20.0,2.222,1.972,0.339,0.668,0.487,0.145
11498,Mirko Maric,FW,705.0,25.2,14.0,1.787,1.972,0.339,0.668,0.487,0.145
7058,Kevin Stöger,MF,5567.0,60.5,124.0,2.005,1.968,0.339,0.667,0.487,0.144
11965,Tijjani Reijnders,MF,7621.0,75.5,170.0,2.008,1.981,0.337,0.667,0.487,0.144
6271,Ihlas Bebou,DF,1751.0,35.7,43.0,2.21,1.967,0.339,0.667,0.487,0.144
9492,Crysencio Summerville,FW,3269.0,65.4,68.0,1.872,1.918,0.347,0.666,0.486,0.144
7267,Woo-Yeong Jeong,FW,3042.0,39.5,65.0,1.923,1.966,0.339,0.666,0.486,0.144
11827,Xeber Alkain,FW,296.0,29.6,5.0,1.52,1.966,0.339,0.666,0.486,0.144
14605,Yaya Diémé,FW,159.0,53.0,2.0,1.132,1.965,0.339,0.666,0.486,0.144
5113,Santos Borré,FW,984.0,51.8,20.0,1.829,1.964,0.339,0.666,0.486,0.144
9912,Cameron Archer,FW,3279.0,50.4,70.0,1.921,1.962,0.339,0.665,0.486,0.144
224,Thomas Müller,MF,2880.0,47.2,65.0,2.031,1.962,0.339,0.665,0.486,0.144
12423,Tadeo Allende,MF,311.0,28.3,9.0,2.605,1.961,0.339,0.665,0.486,0.144
5249,Emil Forsberg,MF,449.0,32.1,12.0,2.405,1.961,0.339,0.664,0.485,0.144
7308,Ander Barrenetxea,FW,4524.0,50.8,97.0,1.93,1.959,0.339,0.664,0.485,0.143
14001,Nelson Deossa,MF,725.0,36.2,18.0,2.234,1.959,0.339,0.664,0.485,0.143
6974,Mattias Svanberg,MF,3810.0,55.2,84.0,1.984,1.934,0.343,0.664,0.485,0.143
11918,Oscar Vilhelmsson,FW,1356.0,52.2,28.0,1.858,1.958,0.339,0.664,0.485,0.143
11354,Yuito Suzuki,MF,1645.0,65.8,38.0,2.079,1.958,0.339,0.664,0.485,0.143
8974,Jens Petter Hauge,FW,115.0,11.5,1.0,0.783,1.958,0.339,0.663,0.485,0.143
7760,Abdoul Kader Bamba,MF,542.0,23.6,14.0,2.325,1.958,0.339,0.663,0.485,0.143
12726,Christantus Uche,FW,2921.0,58.4,62.0,1.91,1.957,0.339,0.663,0.485,0.143
13484,Mateus Mané,MF,1785.0,63.8,41.0,2.067,1.956,0.339,0.663,0.485,0.143
3821,Rolando Mandragora,MF,5973.0,62.2,132.0,1.989,1.956,0.339,0.663,0.485,0.143
335,Leon Goretzka,MF,5560.0,63.9,123.0,1.991,1.955,0.339,0.663,0.484,0.143
6924,Miguel De la Fuente,FW,1773.0,47.9,37.0,1.878,1.955,0.339,0.662,0.484,0.143
13594,Noham Kamara,FW,70.0,17.5,0.0,0.0,1.954,0.339,0.662,0.484,0.143
12342,Brenner,FW,579.0,34.1,11.0,1.71,1.949,0.339,0.66,0.483,0.142
13917,Mamadou Sangaré,MF,2347.0,80.9,53.0,2.032,1.949,0.339,0.66,0.483,0.142
12754,Jack Taylor,MF,777.0,24.3,19.0,2.201,1.948,0.339,0.66,0.483,0.142
12049,Aiyegun Tosin,FW,1968.0,42.8,41.0,1.875,1.946,0.339,0.659,0.483,0.142
12993,David Neres,FW,2200.0,50.0,46.0,1.882,1.945,0.339,0.659,0.483,0.142
8662,Dan Ndoye,FW,5130.0,59.7,108.0,1.895,1.924,0.343,0.659,0.483,0.142
13743,Godson Kyeremeh,FW,350.0,26.9,6.0,1.543,1.944,0.339,0.659,0.482,0.142
14388,Luis Vázquez,FW,1232.0,72.5,25.0,1.826,1.941,0.339,0.658,0.482,0.141
8097,Guillaume Dietsch,FW,73.0,73.0,0.0,0.0,1.94,0.339,0.658,0.482,0.141
12924,Marco Grüll,FW,3228.0,51.2,68.0,1.896,1.94,0.339,0.657,0.482,0.141
11964,Giovanni Fabbian,MF,3196.0,37.2,71.0,1.999,1.939,0.339,0.657,0.482,0.141
12971,Andrés Gómez,MF,318.0,18.7,9.0,2.547,1.939,0.339,0.657,0.482,0.141
11613,Mamadou Diakhon,FW,956.0,24.5,19.0,1.789,1.938,0.339,0.657,0.481,0.141
14024,Adam Daghim,FW,1328.0,49.2,27.0,1.83,1.937,0.339,0.656,0.481,0.141
12410,Joshua King,FW,1421.0,35.5,29.0,1.837,1.937,0.339,0.656,0.481,0.141
11722,Luke Berry,MF,272.0,16.0,8.0,2.647,1.937,0.339,0.656,0.481,0.141
11703,Anass Zaroury,DF,1552.0,45.6,38.0,2.204,1.936,0.339,0.656,0.481,0.141
8838,Junior Messias,DF,2529.0,46.0,59.0,2.1,1.936,0.339,0.656,0.481,0.141
8117,Nick Woltemade,FW,4817.0,52.4,102.0,1.906,1.936,0.339,0.656,0.481,0.141
1362,Simy,FW,679.0,45.3,13.0,1.723,1.935,0.339,0.656,0.481,0.141
10822,Wilson Odobert,FW,3941.0,57.1,83.0,1.895,1.932,0.339,0.655,0.48,0.14
11875,Steven Shpendi,FW,401.0,33.4,7.0,1.571,1.932,0.339,0.655,0.48,0.14
11866,Álex Grimaldo,DF,7985.0,84.9,176.0,1.984,1.932,0.339,0.655,0.48,0.14
11980,Joseph Johnson,FW,75.0,37.5,0.0,0.0,1.932,0.339,0.655,0.48,0.14
1121,Giacomo Bonaventura,MF,2325.0,75.0,52.0,2.013,1.931,0.339,0.654,0.48,0.14
14379,Kail Boudache,MF,507.0,39.0,13.0,2.308,1.931,0.339,0.654,0.48,0.14
3856,Milan Djuric,FW,4412.0,50.7,93.0,1.897,1.93,0.339,0.654,0.48,0.14
13428,Marin Ljubicic,FW,262.0,17.5,4.0,1.374,1.93,0.339,0.654,0.48,0.14
10806,Kaoru Mitoma,FW,5813.0,72.7,123.0,1.904,1.929,0.339,0.654,0.48,0.14
12844,Bahereba Guirassy,FW,1102.0,28.3,22.0,1.797,1.929,0.339,0.654,0.48,0.14
13322,Erencan Yardimci,FW,310.0,38.8,5.0,1.452,1.926,0.339,0.653,0.479,0.14
7009,Jaime Mata,FW,2462.0,37.3,51.0,1.864,1.924,0.339,0.652,0.479,0.139
11735,Sávio,FW,5655.0,62.8,119.0,1.894,1.92,0.339,0.651,0.478,0.139
13436,Iván Jaime,MF,277.0,30.8,8.0,2.599,1.92,0.339,0.651,0.478,0.139
1736,Oliver McBurnie,FW,3125.0,56.8,65.0,1.872,1.92,0.339,0.651,0.478,0.139
5762,Pierre-Yves Hamel,FW,78.0,39.0,0.0,0.0,1.919,0.339,0.65,0.478,0.139
11958,Gaetano Oristanio,FW,4300.0,52.4,90.0,1.884,1.919,0.339,0.65,0.478,0.139
6069,Ablie Jallow,FW,924.0,54.4,18.0,1.753,1.916,0.339,0.649,0.478,0.138
2517,Martin Odegaard,MF,6807.0,76.5,148.0,1.957,1.929,0.337,0.649,0.478,0.138
498,Alexis Sánchez,FW,2429.0,38.0,50.0,1.853,1.915,0.339,0.649,0.477,0.138
6874,Yann Gboho,FW,6197.0,79.4,130.0,1.888,1.913,0.339,0.648,0.477,0.138
11702,Benson Manuel,MF,91.0,11.4,4.0,3.956,1.912,0.339,0.648,0.477,0.138
5091,Alex Berenguer,FW,6105.0,59.9,128.0,1.887,1.912,0.339,0.648,0.477,0.138
12412,Morgan Rogers,FW,7144.0,84.0,150.0,1.89,1.911,0.339,0.648,0.477,0.138
11906,Emmanuel Sabbi,FW,2247.0,49.9,46.0,1.842,1.91,0.339,0.647,0.477,0.138
11342,Eduard Sobol,FW,80.0,6.2,0.0,0.0,1.91,0.339,0.647,0.477,0.138
12105,Alejo Véliz,FW,1164.0,28.4,23.0,1.778,1.91,0.339,0.647,0.476,0.138
12336,Malick Fofana,FW,2861.0,49.3,59.0,1.856,1.909,0.339,0.647,0.476,0.138
14086,Alex Sancris,FW,693.0,38.5,13.0,1.688,1.909,0.339,0.647,0.476,0.138
8384,Armando Broja,FW,1636.0,29.7,33.0,1.815,1.909,0.339,0.647,0.476,0.138
10248,Arijon Ibrahimovic,DF,2666.0,53.3,61.0,2.059,1.907,0.339,0.646,0.476,0.137
11854,Florian Pick,MF,281.0,12.8,8.0,2.562,1.906,0.339,0.646,0.476,0.137
9982,David Zima,FW,81.0,16.2,0.0,0.0,1.906,0.339,0.646,0.476,0.137
12961,Hamzat Ojediran,MF,376.0,22.1,10.0,2.394,1.905,0.339,0.645,0.476,0.137
12095,Tomás Suslov,FW,4669.0,63.1,97.0,1.87,1.903,0.339,0.645,0.475,0.137
12606,Ilhan Fakili,MF,93.0,31.0,4.0,3.871,1.902,0.339,0.644,0.475,0.137
10760,Brennan Johnson,FW,6237.0,61.1,130.0,1.876,1.901,0.339,0.644,0.475,0.137
13561,Yan Diomande,FW,3051.0,71.0,64.0,1.888,1.935,0.332,0.643,0.474,0.136
12532,Leon Chiwome,FW,178.0,59.3,2.0,1.011,1.897,0.339,0.643,0.474,0.136
5675,Ismaila Sarr,FW,6353.0,71.4,132.0,1.87,1.895,0.339,0.642,0.474,0.136
1129,Suso,FW,2084.0,46.3,42.0,1.814,1.891,0.339,0.641,0.473,0.135
1313,Riccardo Saponara,FW,323.0,26.9,5.0,1.393,1.89,0.339,0.64,0.473,0.135
12250,Elias Baum,FW,85.0,9.4,0.0,0.0,1.889,0.339,0.64,0.473,0.135
13739,Afonso Moreira,DF,1695.0,62.8,40.0,2.124,1.888,0.339,0.64,0.473,0.135
1423,Matías Vecino,MF,2671.0,38.2,58.0,1.954,1.887,0.339,0.64,0.472,0.135
6905,Ludovic Ajorque,FW,6714.0,75.4,139.0,1.863,1.887,0.339,0.64,0.472,0.135
12440,David Ankeye,FW,86.0,8.6,0.0,0.0,1.885,0.339,0.639,0.472,0.135
12750,Conor Chaplin,FW,851.0,38.7,16.0,1.692,1.883,0.339,0.638,0.472,0.135
10289,Tom Bischof,MF,4016.0,57.4,86.0,1.927,1.883,0.339,0.638,0.472,0.135
6637,Hugo Duro,FW,7209.0,69.3,149.0,1.86,1.883,0.339,0.638,0.472,0.135
13427,Bazoumana Touré,DF,2993.0,69.6,67.0,2.015,1.882,0.339,0.638,0.472,0.134
3713,Samuel Grandsir,MF,623.0,21.5,15.0,2.167,1.882,0.339,0.638,0.472,0.134
12160,Alberto Moleiro,FW,7117.0,70.5,147.0,1.859,1.882,0.339,0.638,0.471,0.134
6063,Jacob Murphy,DF,5289.0,59.4,115.0,1.957,1.882,0.339,0.638,0.471,0.134
10792,Farès Chaïbi,FW,4801.0,57.2,100.0,1.875,1.907,0.334,0.638,0.471,0.134
12426,Stanis Idumbo Muzambo,MF,432.0,18.8,11.0,2.292,1.881,0.339,0.638,0.471,0.134
13885,Andréas Hountondji,FW,1092.0,52.0,21.0,1.731,1.881,0.339,0.637,0.471,0.134
2094,Ivan Rakitic,MF,1438.0,79.9,32.0,2.003,1.88,0.339,0.637,0.471,0.134
5769,Habib Diallo,FW,1908.0,76.3,38.0,1.792,1.879,0.339,0.637,0.471,0.134
12387,Dehmaine Assoumani,DF,1324.0,33.9,32.0,2.175,1.877,0.339,0.636,0.471,0.134
7879,Marius Bülter,DF,4681.0,53.8,102.0,1.961,1.877,0.339,0.636,0.471,0.134
13350,Roberto Fernández,FW,3925.0,68.9,80.0,1.834,1.877,0.339,0.636,0.471,0.134
1477,Luca Mazzitelli,MF,3312.0,57.1,71.0,1.929,1.876,0.339,0.636,0.47,0.134
12345,Senny Mayulu,DF,2812.0,52.1,63.0,2.016,1.876,0.339,0.636,0.47,0.134
2897,Aleksandr Golovin,FW,5030.0,72.9,103.0,1.843,1.876,0.339,0.636,0.47,0.134
11310,Brajan Gruda,FW,3831.0,47.9,78.0,1.832,1.876,0.339,0.636,0.47,0.134
12006,Jesper Karlsson,FW,1146.0,42.4,22.0,1.728,1.873,0.339,0.635,0.47,0.133
14058,Cameron Puertas,FW,1867.0,66.7,37.0,1.784,1.873,0.339,0.635,0.47,0.133
1970,Jaime Báez,FW,523.0,47.5,9.0,1.549,1.87,0.339,0.634,0.469,0.133
12731,Daren Mosengo,FW,90.0,12.9,0.0,0.0,1.869,0.339,0.633,0.469,0.133
10084,Cristian Volpato,FW,1666.0,36.2,33.0,1.783,1.881,0.337,0.633,0.469,0.133
12738,Manu Fuster,FW,958.0,34.2,18.0,1.691,1.867,0.339,0.633,0.469,0.133
11825,Abderrahmane Rebbach,DF,2541.0,41.7,57.0,2.019,1.865,0.339,0.632,0.468,0.133
