match_id,bookmaker,market,selection,line,price,captured_at
49530,market_avg,1x2,draw,,4.16,2026-06-14 23:29:39.511732
49530,market_avg,1x2,away,,1.75,2026-06-14 23:29:39.511732
49531,bet365,1x2,home,,1.67,2026-06-14 23:29:39.511732
49531,bet365,1x2,draw,,4.33,2026-06-14 23:29:39.511732
49531,bet365,1x2,away,,4.33,2026-06-14 23:29:39.511732
49531,market_avg,1x2,home,,1.7,2026-06-14 23:29:39.511732
49531,market_avg,1x2,draw,,4.36,2026-06-14 23:29:39.511732
49531,market_avg,1x2,away,,4.5,2026-06-14 23:29:39.511732
49532,bet365,1x2,home,,1.36,2026-06-14 23:29:39.511732
49532,bet365,1x2,draw,,5.25,2026-06-14 23:29:39.511732
49532,bet365,1x2,away,,7.5,2026-06-14 23:29:39.511732
49532,market_avg,1x2,home,,1.38,2026-06-14 23:29:39.511732
49532,market_avg,1x2,draw,,5.31,2026-06-14 23:29:39.511732
49532,market_avg,1x2,away,,7.58,2026-06-14 23:29:39.511732
49533,bet365,1x2,home,,1.91,2026-06-14 23:29:39.511732
49533,bet365,1x2,draw,,3.75,2026-06-14 23:29:39.511732
49533,bet365,1x2,away,,3.8,2026-06-14 23:29:39.511732
49533,market_avg,1x2,home,,1.91,2026-06-14 23:29:39.511732
49533,market_avg,1x2,draw,,3.85,2026-06-14 23:29:39.511732
49533,market_avg,1x2,away,,3.87,2026-06-14 23:29:39.511732
49534,bet365,1x2,home,,1.4,2026-06-14 23:29:39.511732
49534,bet365,1x2,draw,,5.0,2026-06-14 23:29:39.511732
49534,bet365,1x2,away,,7.0,2026-06-14 23:29:39.511732
49534,market_avg,1x2,home,,1.39,2026-06-14 23:29:39.511732
49534,market_avg,1x2,draw,,5.38,2026-06-14 23:29:39.511732
49534,market_avg,1x2,away,,7.19,2026-06-14 23:29:39.511732
49535,bet365,1x2,home,,7.0,2026-06-14 23:29:39.511732
49535,bet365,1x2,draw,,4.75,2026-06-14 23:29:39.511732
49535,bet365,1x2,away,,1.44,2026-06-14 23:29:39.511732
49535,market_avg,1x2,home,,7.01,2026-06-14 23:29:39.511732
49535,market_avg,1x2,draw,,4.78,2026-06-14 23:29:39.511732
49535,market_avg,1x2,away,,1.45,2026-06-14 23:29:39.511732
49536,bet365,1x2,home,,2.55,2026-06-14 23:29:39.511732
49536,bet365,1x2,draw,,3.75,2026-06-14 23:29:39.511732
49536,bet365,1x2,away,,2.55,2026-06-14 23:29:39.511732
49536,market_avg,1x2,home,,2.56,2026-06-14 23:29:39.511732
49536,market_avg,1x2,draw,,3.92,2026-06-14 23:29:39.511732
