player_id,name,position,current_club_id,nationality,born
628,Chris Smalling,D S,95,,
4456,Chris Wood,F S,249,NZL,1991
8643,Chrislain Matsima,D S,121,FRA,2002
12552,Christ Mbondi,S,177,,
12726,Christantus Uche,F M S,142,NGA,2003
646,Christian Eriksen,M S,89,DEN,1992
7815,Christian Groß,D M S,123,,
10893,Christian Gytkjær,F S,265,DEN,1990
4243,Christian Günter,D S,135,GER,1993
1725,Christian Kabasele,D S,99,BEL,1991
7091,Christian Kouamé,F M S,108,CIV,1997
12432,Christian Kühlwetter,S,280,,
11131,Christian Mawissa Elebi,D S,171,FRA,2005
7083,Christian Nørgaard,M,244,DEN,1994
2662,Christian Pulisic,F M S,111,USA,1998
9251,Christian Walton,GK,285,ENG,1995
7422,Christoph Baumgartner,F M S,136,AUT,1999
11913,Christoph Klarer,D S,127,,
187,Christoph Kramer,M S,130,,
7990,Christoph Zimmermann,D S,127,,
5998,Christophe Herelle,D S,180,,
7798,Christopher Antwi-Adjei,F M S,268,,
4345,Christopher Jullien,D S,166,,
7876,Christopher Lenz,S,132,,
3300,Christopher Nkunku,F M S,80,FRA,1997
5801,Christopher Operi,D M,282,CIV,1997
7875,Christopher Trimmel,D M S,240,AUT,1987
9631,Christopher Wooh,D S,163,CMR,2001
12043,Christos Mandas,GK,96,GRE,2001
12221,Christos Papadopoulos,S,101,,
1790,Chuba Akpom,F S,160,ENG,1995
12896,Chuki,F M S,231,,
12016,Chukwubuikem Ikwuemesi,F S,264,,
7226,Chumi,D S,208,,
1209,Ciro Immobile,F S,96,,
1731,Claudio Bravo,GK,153,,
13649,Claudio Echeverri,S,88,ARG,2006
11924,Clemens Riedel,D M S,127,,
5050,Clement Lenglet,D,143,FRA,1995
11819,Clinton Mata,D S,178,ANG,1992
12824,Clément Akpa,D S,275,CIV,2001
13047,Coba da Costa,M S,142,ESP,2002
11296,Cody Gakpo,F M S,87,NED,1999
13131,Cole Campbell,S,129,USA,2006
8497,Cole Palmer,M S,80,ENG,2002
12979,Connor Metcalfe,F M S,288,AUS,1999
5568,Connor Roberts,D S,92,,
10120,Conor Bradley,D S,87,NIR,2003
12750,Conor Chaplin,F M S,285,ENG,1997
6851,Conor Coady,D S,75,ENG,1993
9040,Conor Gallagher,M S,143,ENG,2000
8905,Conor Townsend,D S,285,ENG,1993
10982,Copete,D S,239,ESP,1999
3603,Corentin Tolisso,M S,178,FRA,1994
804,Craig Dawson,D S,229,ENG,1990
10024,Cristhian Mosquera,D,146,ESP,2004
1709,Cristhian Stuani,F S,223,URU,1986
11777,Cristian Cásseres Jr.,M S,174,VEN,2000
855,Cristian Gamboa,M S,268,CRC,1989
4113,Cristian Herrera,M S,144,,
7510,Cristian Rivero,S,146,,
7218,Cristian Romero,D,82,ARG,1998
10084,Cristian Volpato,F M S,104,,
1164,Cristiano Biraghi,D S,110,ITA,1992
9492,Crysencio Summerville,F M S,81,NED,2001
6665,Curtis Jones,D F M S,87,ENG,2001
11340,Cyle Larin,F S,239,CAN,1995
11306,Cyril Ngonge,F S,105,BEL,2000
2306,Cédric Bakambu,F S,153,COD,1991
4886,Cédric Hountondji,D,167,BEN,1994
8785,Cédric Kipré,D S,177,CIV,1996
847,Cédric Soares,S,83,,
11850,Cédric Zesiger,D S,121,SUI,1998
681,César Azpilicueta,D S,143,ESP,1989
11779,César Gelabert,F M S,174,,
11288,César Montes,D,208,,
10107,César Tárrega,D,146,ESP,2002
6145,Daichi Kamada,M S,78,JPN,1996
12509,Daiki Hashioka,D S,256,,
12856,Dailon Livramento,F M S,94,CPV,2001
2854,Daler Kuzyaev,M S,282,RUS,1993
548,Daley Blind,D S,223,NED,1990
7899,Daley Sinkgraven,D S,144,NED,1995
11411,Damion Downs,S,134,,
13049,Damián Pizarro,S,99,CHI,2005
10614,Damián Rodríguez,M S,152,ESP,2003
2194,Damián Suárez,D M S,142,,
7382,Dan Burn,D,86,ENG,1992
8662,Dan Ndoye,F M S,97,SUI,2000
6103,Dan-Axel Zagadou,S,133,FRA,1999
9332,Dane Scarlett,S,82,ENG,2004
12983,Danel Sinani,F M S,288,LUX,1997
9662,Dango Ouattara,F M S,73,BFA,2002
2446,Dani Ceballos,M S,150,ESP,1996
2130,Dani García,M S,147,,
8774,Dani Gómez,F S,146,ESP,1998
8292,Dani Olmo,M S,148,ESP,1998
7841,Dani Rodríguez,F M S,239,ESP,1988
12380,Dani Silva,M S,94,,
6766,Dani Vivian,D S,147,ESP,1999
13018,Dani de Wit,F M S,268,NED,1998
12029,Daniel Batz,GK,125,,
11361,Daniel Bentley,GK,229,ENG,1993
11930,Daniel Boloca,M S,104,,
2260,Daniel Carvajal,D S,150,ESP,1992
8108,Daniel Cárdenas,GK,145,ESP,1997
13558,Daniel Díaz,S,140,ESP,2006
13448,Daniel Fila,F S,265,CZE,2002
6966,Daniel Fuzato,S,142,,
11987,Daniel Gore,S,89,,
9509,Daniel Jebbison,S,73,CAN,2003
11993,Daniel Luna,S,239,COL,2003
8163,Daniel Maldini,F M S,107,ITA,2001
12857,Daniel Mosquera,F S,94,COL,1999
12408,Daniel Muñoz,D,78,COL,1996
13401,Daniel Oyegoke,S,94,ENG,2003
2378,Daniel Parejo,M S,154,ESP,1989
12042,Daniel Peretz,GK,117,ISR,2000
8291,Daniel Podence,S,229,POR,1995
13035,Daniel Requena,S,154,ESP,2004
11634,Daniel Rodríguez,M,148,ESP,2005
13424,Daniel Svensson,D M S,129,SWE,2002
13266,Daniel Yáñez,S,150,ESP,2007
1182,Daniele Baselli,M S,286,ITA,1992
12858,Daniele Ghilardi,D S,94,ITA,2003
1195,Daniele Padelli,GK,99,ITA,1985
1301,Daniele Rugani,D S,98,,
1922,Daniele Sommariva,S,101,ITA,1997
10725,Danilho Doekhi,D,240,NED,1998
11317,Danilo,M S,249,BRA,1991
2244,Danilo,D S,98,BRA,1991
1206,Danilo Cataldi,M S,110,ITA,1994
1523,Danilo D'Ambrosio,D S,271,ITA,1988
9060,Danilo Pereira,D S,161,BRA,1991
247,Danilo Soares,D S,268,BRA,1991
13395,Danilo Veiga,D S,243,POR,2002
10302,Danley Jean Jacques,M S,180,,
986,Danny Ings,F S,81,ENG,1992
473,Danny Ward,GK S,75,WAL,1993
501,Danny Welbeck,F S,220,ENG,1990
249,Danny da Costa,D,125,GER,1993
148,Dante,D S,170,BRA,1983
10895,Dany Mota,F M S,271,POR,1998
12283,Daouda Traoré,S,170,,
8756,Dara O'Shea,D,285,IRL,1999
5037,Darko Brasanac,M S,159,SRB,1992
1106,Darko Lazovic,D M S,94,SRB,1990
10844,Darline Yongwa,D S,179,,
12601,Darryl Bakola,S,164,FRA,2007
4226,Darwin Machís,F M S,231,VEN,1993
10720,Darwin Núñez,F S,87,URU,1999
12244,Darío Benavides,S,138,,
391,David Alaba,D S,150,AUT,1992
12440,David Ankeye,S,101,NGA,2002
13106,David Argüelles,S,142,ESP,2002
6820,David Brooks,M S,73,WAL,1997
11295,David Datro Fofana,F S,92,,
5090,David García,D,157,,
8730,David Gil,GK S,261,,
12372,David Jurásek,D M S,120,CZE,2000
12074,David López,D,239,ESP,2003
1857,David López,D S,223,ESP,1989
11908,David Mamutovic,S,125,,
13289,David Mokwa,S,120,FRA,2004
10003,David Nemeth,D,288,AUT,2001
12993,David Neres,F S,105,BRA,1997
11536,David Odogu,D S,131,GER,2006
9905,David Okereke,F M S,113,,
12297,David Otorbi,S,146,ESP,2007
11268,David Ozoh,S,78,,
8759,David Pereira Da Costa,M S,210,POR,2001
13406,David Preu,M S,240,GER,2004
9724,David Raum,D M S,136,GER,1998
9676,David Raya,GK,83,ESP,1995
2415,David Soria,GK,142,ESP,1993
10888,David Torres,D S,231,ESP,2003
13324,David Zec,D,287,SVN,2000
9982,David Zima,S,113,,
546,David de Gea,GK,110,ESP,1990
11967,Davide Bartesaghi,D S,111,ITA,2005
7124,Davide Bettella,S,271,,
1114,Davide Biraschi,D,101,,
1574,Davide Calabria,D S,111,ITA,1996
4981,Davide Frattesi,M S,106,ITA,1999
1178,Davide Zappacosta,D M S,107,ITA,1992
4280,Davie Selke,F S,134,,
6249,Davinson Sánchez,S,82,,
6045,Davy Klaassen,M S,106,,
6190,Dawid Kownacki,F S,123,,
5243,Dayotchanculle Upamecano,D,117,,
2452,De Marcos,D S,147,ESP,1989
7702,Dean Henderson,GK,78,ENG,1997
11943,Dean Huijsen,D S,73,ESP,2005
5553,Declan Rice,M S,83,ENG,1999
12387,Dehmaine Assoumani,S,168,FRA,2005
9632,Deiver Machado,D M S,210,COL,1993
12033,Deivid Washington,S,80,,
6691,Dejan Kulusevski,F M S,82,SWE,2000
9797,Dejan Ljubicic,M S,134,,
602,Dejan Lovren,D S,178,,
645,Dele Alli,S,286,ENG,1996
10396,Demba Seck,F M S,112,,
11769,Dembo Sylla,S,179,,
10795,Denis Genreau,M S,174,AUS,1999
11074,Denis Huseinbasic,M S,134,,
3502,Denis Petric,S,168,,
2308,Denis Suárez,M S,154,ESP,1994
11858,Denis Thomalla,S,280,GER,1992
7940,Denis Vavro,D S,131,SVK,1996
6147,Denis Zakaria,M S,171,SUI,1996
10804,Deniz Undav,F M S,133,GER,1996
3521,Dennis Appiah,D S,175,FRA,1992
6081,Dennis Geiger,M S,120,GER,1998
9303,Dennis Man,F M S,230,ROU,1998
9840,Denzel Dumfries,D M S,106,NED,1996
12769,Derek Cornelius,D S,164,CAN,1997
13093,Derrick Köhn,D M S,123,GHA,1999
11299,Devis Vásquez,GK,108,COL,1998
13389,Devyne Rensch,D S,95,NED,2003
7868,Diadie Samassékou,M S,120,MLI,1996
10439,Didier Lamkel Zé,F M S,180,,
5712,Diego Carlos,D S,71,BRA,1993
9698,Diego Conde,GK,154,ESP,1998
10169,Diego Coppola,D S,94,ITA,2003
5246,Diego Demme,M S,105,ESP,2000
12794,Diego García,F M S,159,ESP,2000
13364,Diego Gómez,M S,220,PAR,2003
11265,Diego Hormigo,M,138,ESP,2000
2163,Diego Llorente,D S,153,ESP,1993
9694,Diego López,D F M S,146,ESP,2002
2174,Diego Mariño,GK,208,ESP,2000
13531,Diego Martín,S,144,ESP,2003
11978,Diego Moreira,D F M S,225,BEL,2004
10915,Diego Méndez,S,145,ESP,2000
13254,Diego Pugno,S,98,ITA,2006
5065,Diego Rico,D S,142,ESP,1993
5686,Digbo Maiga,M S,180,,
8920,Dilane Bakwa,D F M S,225,FRA,2002
2509,Dimitri Foulquier,D S,146,FRA,1993
9745,Dimitris Giannoulis,D M,121,GRE,1995
3591,Dimitry Bertaud,GK,166,COD,1998
12740,Dinko Horkas,GK S,144,CRO,1999
7281,Diogo Dalot,D S,89,POR,1999
6854,Diogo Jota,F S,87,POR,1996
10724,Diogo Leite,D S,240,POR,1999
11324,Dion Beljo,F M S,121,,
9450,Dion Lopy,M S,208,,
9448,Dion Moise Sahi,F M S,225,,
11242,Divin Mubama,S,88,ENG,2004
484,Divock Origi,F M S,249,,
12451,Djaoui Cissé,M,163,FRA,2004
10764,Djed Spence,D S,82,ENG,2000
6151,Djené Dakonam,D M,142,TOG,1991
3357,Djibril Sidibe,D S,174,FRA,1992
2624,Djibril Sow,M S,138,SUI,1997
12032,Djordje Petrovic,GK,225,SRB,1999
13311,Djylian N'Guessan,F S,175,FRA,2008
5706,Dodi Lukebakio,F M S,138,BEL,1997
10935,Dodô,D M,110,BRA,1998
7755,Domagoj Bradaric,D M S,94,CRO,1999
9903,Domen Crnigoj,M S,265,SVN,1995
1612,Domenico Berardi,F M,104,,
7860,Domingos Duarte,D S,142,POR,1995
5573,Domingos Quina,S,99,,
5555,Dominic Calvert-Lewin,F S,72,ENG,1997
11300,Dominic Sadi,S,73,,
1679,Dominic Solanke,F S,82,ENG,1997
9756,Dominik Greif,GK,239,SVK,1997
13074,Dominik Javorcek,D M S,287,SVK,2002
269,Dominik Kohr,D M,125,GER,1994
9788,Dominik Szoboszlai,F M S,87,HUN,2000
129,Dominique Heintz,D S,134,,
8821,Donny van de Beek,M S,223,NED,1997
7735,Donovan Léon,GK,275,GUF,1992
9749,Donyell Malen,M S,71,NED,1999
11773,Douglas Augusto,M,168,BRA,1997
6122,Douglas Luiz,M S,98,BRA,1998
7203,Drissa Camara,F S,230,CIV,2002
7007,Duje Caleta-Car,D S,178,CRO,1996
13438,Duk,M S,159,CPV,2000
7084,Dusan Vlahovic,F S,98,SRB,2000
1148,Duván Zapata,F,113,COL,1991
6756,Dwight McNeil,M S,72,ENG,1999
12806,Dylan Batubinsika,D S,175,COD,1996
8244,Dylan Bronn,S,264,,
11227,Dzenan Pejcinovic,S,131,,
13094,Dário Essugo,M S,144,POR,2005
10431,Désiré Doué,F M S,161,FRA,2005
11586,Ebenezer Akinsanmiro,S,106,,
8706,Eberechi Eze,F M S,78,ENG,1998
11407,Edan Diop,S,171,,
6482,Eddie Nketiah,F M S,78,ENG,1999
7829,Eder Militão,D S,150,BRA,1998
6054,Ederson,GK,88,BRA,1993
8142,Edgar González,D M S,208,,
11270,Edhy Zuliani,S,174,FRA,2004
1673,Edimilson Fernandes,D M S,241,SUI,1996
8317,Edmond Tapsoba,D,119,BFA,1999
9518,Edoardo Bove,M S,110,ITA,2002
1264,Edoardo Goldaniga,D S,286,ITA,1993
10328,Edon Zhegrova,F M,160,KVX,1999
11926,Edson Álvarez,D M S,81,MEX,1997
5081,Edu Expósito,F M S,141,ESP,1996
11342,Eduard Sobol,S,225,UKR,1995
7359,Eduardo Camavinga,D M S,150,FRA,2002
13459,Eiran Cashin,S,220,IRL,2001
8294,El Bilal Touré,F S,133,MLI,2001
9629,El Chadaille Bitshiabu,D S,136,FRA,2005
12379,Elayis Tavsan,S,94,,
9648,Elbasan Rashani,F M S,270,,
5954,Eldor Shomurodov,F M S,95,UZB,1995
11504,Eli Junior Kroupi,F M S,179,,
7087,Elia Caprile,GK S,116,ITA,2001
12250,Elias Baum,S,132,,
12980,Elias Saad,F M S,288,TUN,1999
11718,Elijah Adebayo,F M S,256,,
8644,Eliot Matazo,M S,171,BEL,2002
6333,Elisha Owusu,M,275,GHA,1997
7912,Eljif Elmas,F M S,113,MKD,1999
9154,Elliot Anderson,M S,249,ENG,2002
3347,Ellyes Skhiri,M S,132,TUN,1995
1375,Elseid Hysaj,D S,96,ALB,1994
6445,Elvis Rexhbecaj,M S,121,KVX,1997
11817,Emanuel Emegha,F M,225,NED,2003
4943,Emanuel Vignato,F M S,264,,
11027,Emanuele Valeri,D M S,230,ITA,1998
1245,Emerson,D M S,81,BRA,1999
7430,Emerson,D S,111,BRA,1999
1302,Emil Audero,GK,286,IDN,1997
9425,Emil Bohinen,M S,101,NOR,1999
10393,Emil Ceïde,S,104,,
5249,Emil Forsberg,M S,136,,
10956,Emil Holm,D S,97,SWE,2000
1545,Emil Krafth,D S,86,SWE,1994
7230,Emile Smith-Rowe,M S,228,ENG,2000
2203,Emiliano Buendía,S,71,,
4401,Emiliano Martinez,GK,71,ARG,1992
11914,Emir Karic,D M S,127,,
10856,Emmanuel Agbadou,D,177,CIV,1997
12851,Emmanuel Biumla,D S,167,FRA,2005
9856,Emmanuel Ekong,S,108,SWE,2002
8913,Emmanuel Gyasi,D M,108,GHA,1994
11906,Emmanuel Sabbi,F M S,282,USA,1997
11750,Emran Soglo,M S,164,,
604,Emre Can,D M S,129,GER,1994
13431,Endika Bujan,S,147,ESP,2003
12884,Endrick,F S,150,BRA,2006
9506,Eneko Ortiz,S,158,,
6219,Enes Ünal,F S,73,TUR,1997
9765,Enric Franquesa,D M S,159,ESP,1997
6692,Enrico Del Prato,D M S,230,ITA,1999
12047,Enso González,S,229,,
11140,Enzo Barrenechea,M S,146,ARG,2001
12893,Enzo Boyomo,D S,157,CMR,2001
13605,Enzo Caumont,S,167,FRA,2004
8632,Enzo Ebosse,S,99,CMR,1999
11356,Enzo Fernández,M S,80,ARG,2001
8651,Enzo Le Fée,M S,95,FRA,2000
6712,Enzo Loiodice,M S,144,FRA,2000
8645,Enzo Millot,M S,133,FRA,2002
12388,Enzo Mongo,S,168,,
12770,Enzo Sternal,S,164,FRA,2007
10375,Enzo Tchato Mbiayi,D M S,166,CMR,2002
10382,Eray Cömert,D M S,231,SUI,1998
9201,Eren Sami Dinkci,M S,135,GER,2001
13322,Erencan Yardimci,F S,120,TUR,2002
9709,Erhan Masovic,D M S,268,SRB,1998
1739,Eric Bailly,D S,154,CIV,1994
5200,Eric Curbelo,D S,144,,
643,Eric Dier,D S,117,ENG,1994
8045,Eric Garcia,D M S,148,ESP,2001
7562,Eric Junior Dina Ebimbe,M S,132,CMR,2000
9053,Eric Martel,M S,134,,
339,Eric Maxim Choupo-Moting,M S,117,,
12975,Eric Smith,D M,288,SWE,1997
12765,Eric da Silva Moreira,S,249,GER,2006
13184,Erik Ahlstrand,S,288,SWE,2001
10963,Erik Botheim,F M S,264,,
644,Erik Lamela,M S,138,,
8260,Erling Haaland,F,88,NOR,2000
6496,Ermedin Demirovic,F S,133,BIH,1998
12060,Ernest Nuamah,F M S,178,GHA,2003
12827,Eros Maddy,S,275,NED,2001
10222,Estanis Pedrola,S,97,ESP,2003
12850,Esteban Lepaul,F S,167,FRA,2000
5136,Estupiñán,D S,220,ECU,1998
12066,Ethan Mbappé,M S,160,FRA,2006
11132,Ethan Nwaneri,F M S,83,ENG,2007
9678,Ethan Pinnock,D S,244,JAM,1993
12568,Ethan Wheatley,S,89,,
572,Etienne Capoue,M S,154,,
12866,Etienne Eto'o Pineda,S,145,CMR,2002
1483,Etrit Berisha,GK,108,,
10930,Etta Eyong,S,154,CMR,2003
10177,Evan Ferguson,F S,220,IRL,2004
7049,Evan Ndicka,D,95,,
12963,Evanilson,F S,73,BRA,1999
8006,Evann Guessand,F M S,170,CIV,2001
8325,Exequiel Palacios,M S,119,ARG,1998
6955,Ezequiel Ávila,F M S,153,ARG,1994
7726,Ezri Konsa Ngoyo,D S,71,ENG,1997
7030,Fabian Bredlow,GK,133,,
5,Fabian Holland,D M,127,,
11915,Fabian Nürnberger,D M S,127,,
12038,Fabian Rieder,M S,133,SUI,2002
12108,Fabian Rüdlin,S,135,,
11919,Fabian Schnellhardt,M S,127,,
76,Fabian Schär,D S,86,SUI,1991
9924,Fabiano Parisi,D M S,110,ITA,2000
7763,Fabien Centonze,D S,168,FRA,1996
9501,Fabio Carvalho,F M S,244,POR,2002
11073,Fabio Chiarodia,D S,130,ITA,2005
6079,Fabio González,S,144,ESP,1997
9966,Fabio Miretti,M S,101,ITA,2003
8778,Fabio Silva,F M S,144,POR,2002
12249,Fabio Torsiello,F S,127,,
2447,Fabián,M S,161,SUI,1991
10987,Fabrizio Angileri,D S,142,,
11362,Facundo Buonanotte,F M S,75,ARG,2004
13319,Facundo Garcés,D S,158,MAS,1999
8664,Facundo Medina,D M,210,ARG,1999
9324,Facundo Pellistri,F M S,155,,
13240,Faik Sakar,S,136,GER,2008
5635,Faitout Maouassa,D S,155,,
10373,Falaye Sacko,D S,166,MLI,1995
696,Falcao,F S,145,,
8741,Fali,D,261,GNB,1998
10389,Fali Candé,D,265,GNB,1998
5730,Famara Diedhiou,S,155,,
7064,Farid El Melali,F M S,167,ALG,1997
10695,Faride Alidou,S,94,GER,2001
12425,Faris Moumbagna,S,164,CMR,2000
10792,Farès Chaïbi,D M S,132,ALG,2002
12303,Farès Ghedjemis,F S,112,,
8383,Faustino Anjorin,M S,108,ENG,2001
7905,Fede San Emeterio,M S,261,,
12778,Federico Accornero,S,101,ITA,2004
1320,Federico Barba,D S,286,ITA,1993
10902,Federico Baschirotto,D,243,ITA,1996
2019,Federico Bonazzoli,F S,94,,
12889,Federico Cassa,S,107,ITA,2006
1433,Federico Chiesa,F S,87,ITA,1997
1449,Federico Di Francesco,S,243,,
1324,Federico Dimarco,D M S,106,ITA,1997
1000,Federico Fazio,D S,264,,
10993,Federico Gatti,D S,98,ITA,1998
11705,Federico Gattoni,S,138,ITA,1998
1544,Federico Ravaglia,GK S,97,ITA,1999
6241,Federico Valverde,D M S,150,URU,1998
7921,Felipe,D S,249,ITA,1997
1208,Felipe Anderson,D F M S,96,,
8804,Felix Agu,D S,123,NGA,1999
10057,Felix Lemarechal,F M S,225,FRA,2003
9202,Felix Nmecha,M S,129,GER,2000
2663,Felix Passlack,D M S,268,GER,1998
6100,Felix Uduokhai,D,121,,
13112,Fellipe Jack,D S,286,BRA,2006
13066,Ferdi Kadioglu,D M S,220,TUR,1999
6233,Ferland Mendy,D S,150,FRA,1995
11822,Fermín López,M S,148,ESP,2003
615,Fernando,M S,138,ESP,1995
6916,Fernando Calero,D S,141,ESP,1995
13200,Fernando López,F M S,152,,
10969,Fernando Martínez,GK,208,,
13186,Ferrán Ruiz,S,223,ESP,2003
6441,Ferrán Torres,F M S,148,ESP,2000
10879,Festy Ebosele,D S,99,,
703,Fikayo Tomori,D S,111,ENG,1997
7936,Filip Jagiello,S,101,,
9272,Filip Jorgensen,GK,80,DEN,2002
64,Filip Kostic,D S,98,,
12886,Filip Marchwinski,S,243,POL,2002
8308,Filip Stankovic,GK,265,SRB,2002
11921,Filip Stojilkovic,S,127,,
4959,Filippo Melegoni,M S,101,ITA,1999
10076,Filippo Missori,D S,104,,
9263,Filippo Ranocchia,M S,108,,
8512,Filippo Terracciano,D M S,111,ITA,2003
12581,Finley Munroe,S,71,,
9916,Finley Stevens,S,288,WAL,2003
10731,Finn Becker,M S,120,GER,2000
6596,Finn Dahmen,GK,121,GER,1998
13426,Finn Jeltsch,D S,133,GER,2006
2699,Finn Porath,D F M S,287,GER,1997
12872,Fisayo Dele-Bashiru,M S,96,NGA,2001
8663,Flavius Daniliuc,D S,94,AUT,2001
12848,Florent Hanin,D S,167,ALG,1990
5677,Florent Mollet,M S,168,FRA,1991
7164,Florent Muslija,S,135,KVX,1998
9640,Florent Ogier,D S,270,,
7960,Florian Aye,F S,275,FRA,1997
10848,Florian Dietz,S,134,,
116,Florian Grillitsch,M S,231,AUT,1995
5231,Florian Kainz,F M S,134,,
5073,Florian Lejeune,D,145,FRA,1991
12930,Florian Micheler,S,120,AUT,2005
5328,Florian Müller,GK S,135,GER,1997
7065,Florian Neuhaus,M S,130,GER,1997
11854,Florian Pick,M S,280,,
3348,Florian Sotoca,D F M S,210,FRA,1990
9621,Florian Tardieu,M S,175,FRA,1992
942,Florian Thauvin,F M S,99,FRA,1993
8397,Florian Wirtz,F M S,119,GER,2003
13444,Florinel Coman,M S,116,ROU,1998
10845,Flynn Downes,D M S,74,ENG,1999
5803,Fode Toure,D S,282,SEN,1997
9690,Folarin Balogun,F S,171,USA,2001
11770,Formose Mendy,D S,179,,
6931,Fran Beltrán,M S,152,ESP,1999
9810,Fran García,D S,150,ESP,1999
10944,Fran Pérez,M S,146,ESP,2005
1463,Francesco Acerbi,D S,106,ITA,1988
12218,Francesco Camarda,F S,111,ITA,2008
6980,Francesco Caputo,S,108,ITA,1987
11880,Francesco Gelli,D F M S,112,,
4940,Francesco Rossi,S,107,,
1161,Francesco Zampano,D M S,265,ITA,1993
497,Francis Coquelin,M S,168,FRA,1991
13052,Francisco Conceição,F M S,98,POR,2002
11611,Francisco González,GK,150,,
6643,Francisco Vieites,GK,153,,
3314,Franck Honorat,F M S,130,FRA,1996
6434,Franck Zambo,M S,105,,
9794,Franco Cervi,D F M S,152,ARG,1994
9057,Franco Ezequiel Carboni,D M S,265,ITA,2003
12494,Frank Feller,GK S,280,GER,2004
10193,Frank Magri,F M S,174,CMR,1999
9681,Frank Onyeka,S,244,NGA,1998
12099,Frank Ronstadt,S,127,,
11838,Frans Krätzig,D M S,280,GER,2003
11293,François Mughe,M S,164,,
831,Fraser Forster,GK,82,ENG,1988
8648,Fraser Hornby,F S,127,,
12549,Fred Onyedinma,D S,256,,
3253,Frederic Guilbert,D M,243,FRA,1994
7048,Frederik Rönnow,GK,240,DEN,1992
7197,Fredrik Jensen,M S,121,FIN,1997
13407,Fredrik Oppegård,D S,275,NOR,2002
7781,Frenkie de Jong,M S,148,NED,1997
11007,Fábio Vieira,M S,83,,
13314,Gabin Capuano,S,210,FRA,2006
5613,Gabriel,D,83,BRA,1997
493,Gabriel,D S,143,BRA,1997
10374,Gabriel Barès,S,166,SUI,2000
13030,Gabriel Charpentier,S,230,CGO,1999
9944,Gabriel Gudmundsson,D S,160,SWE,1999
5543,Gabriel Jesus,F S,83,BRA,1997
7752,Gabriel Martinelli,F M S,83,BRA,2001
12722,Gabriel Misehouy,F S,223,NED,2005
12994,Gabriel Moscardo,S,177,BRA,2005
12151,Gabriel Osho,D,275,NGA,1998
7944,Gabriel Strefezza,F M S,286,BRA,1997
11343,Gabriel Suazo,D S,174,CHI,1997
8713,Gabriel Veiga,S,152,,
10558,Gabriel Vidovic,S,117,CRO,2003
8857,Gabriele Zappa,D S,116,ITA,1999
13027,Gaby Jean,D S,243,FRA,2000
3746,Gaetan Laborde,F S,170,FRA,1994
3285,Gaetan Perrin,F M S,275,FRA,1996
7909,Gaetano Castrovilli,M S,96,ITA,1997
11958,Gaetano Oristanio,F M S,265,ITA,2002
13294,García Pascual,F S,138,,
8289,Gastón Pereiro,S,101,URU,1995
10412,Gastón Álvarez,D S,142,,
9618,Gauthier Gallon,S,163,FRA,1993
7728,Gautier Larsonneur,GK,175,FRA,1997
3701,Gautier Lloris,D,282,FRA,1995
9804,Gavi,F M S,148,ESP,2004
35,Genki Haraguchi,S,133,,
11883,Gennaro Borrelli,S,112,,
1516,Geoffrey Kondogbia,D M S,164,CTA,1993
7706,George Baldock,D S,238,,
12474,George Earthy,S,81,,
12947,George Edmundson,S,285,ENG,1997
8563,George Hirst,F S,285,SCO,1999
12804,George Ilenikhena,F S,171,NGA,2006
3872,George Puscas,F S,101,,
8187,Georges Mikautadze,F M S,178,GEO,2000
6937,Georginio Rutter,F M S,220,FRA,2002
8034,Georgios Kyriakopoulos,D S,271,GRE,1996
2609,Gerard Gumbau,M S,145,ESP,1994
12821,Gerard Martín,D S,148,ESP,2002
2120,Gerard Moreno,F S,154,ESP,1992
12617,Gerardo Fusco,S,264,,
8230,German Valera,M S,146,ESP,2002
2143,Germán Pezzella,D,153,,
5270,Gerrit Holtmann,D F M S,268,PHI,1995
6293,Gerzino Nyamsi,D,225,,
2225,Gerónimo Rulli,GK,164,ARG,1992
1121,Giacomo Bonaventura,M S,110,,
12320,Giacomo Corona,S,108,,
7500,Giacomo Raspadori,F M S,105,ITA,2000
294,Gian-Luca Waldschmidt,F M S,134,,
7002,Giangiacomo Magnani,D S,94,ITA,1995
9904,Gianluca Busio,F M S,265,USA,2002
1170,Gianluca Caprari,F M S,271,ITA,1993
7507,Gianluca Gaetano,M S,116,ITA,2000
1136,Gianluca Lapadula,F S,116,PER,1990
6159,Gianluca Mancini,D S,95,ITA,1996
6253,Gianluca Scamacca,S,107,ITA,1999
1116,Gianluigi Donnarumma,GK,161,ITA,1999
1354,Gianmarco Ferrari,D S,104,,
9807,Gideon Mensah,D S,275,GHA,1998
12367,Gift Orban,F S,178,NGA,2002
2278,Giménez,D S,143,URU,1995
12327,Gino Caoki,S,179,,
11899,Gino Infantino,S,110,,
11882,Giorgi Kvernadze,S,112,,
9693,Giorgi Mamardashvili,GK,146,GEO,2000
4968,Giorgio Altare,D S,265,ITA,1998
10268,Giorgio Cittadini,D S,101,,
9107,Giorgio Scalvini,D S,107,ITA,2003
13461,Giorgos Masouras,F S,268,GRE,1994
5681,Giovani Lo Celso,M S,153,ARG,1996
10413,Giovanni Bonfanti,D S,107,,
6978,Giovanni Di Lorenzo,D,105,ITA,1993
11964,Giovanni Fabbian,M S,97,ITA,2003
10371,Giovanni González,D S,239,,
13031,Giovanni Leoni,D S,230,ITA,2006
8191,Giovanni Reyna,M S,129,,
1102,Giovanni Simeone,F S,105,ARG,1995
